2012-05-12 04:00:00	2012-05-12 04:00:00	St. Cecilia at the Tower I
2013-05-18 04:00:00	2013-05-18 04:00:00	St. Cecilia at the Tower II
2014-05-09 00:00:00	2014-05-10 00:00:00	St. Cecilia at the Tower III
2015-04-25 00:00:00	2015-04-26 00:00:00	St. Cecilia at the Tower IV
2016-04-30 00:00:00	2016-05-01 00:00:00	St. Cecilia at the Tower V
